userId,score,purple,legendaries
7650264251,36400.00,13000,18
7729044926,36400.00,13000,18
7391424172,36300.00,11000,23
6147813969,36295.00,10370,25
550440267,36100.00,19000,9
1526839948,36000.00,20000,8
6844594341,36000.00,15000,14
53648993,36000.00,15000,14
5707107257,36000.00,15000,14
1532308789,36000.00,15000,14
8122831274,36000.00,12000,20
1735277654,36000.00,10000,26
8344613795,36000.00,8000,35
line:U5d9f5f6c58ab4b9b2e190fe26ec7cc68,36000.00,6000,50
5134879165,35948.00,16340,12
7534410584,35932.00,13820,16
371574729,35808.00,14920,14
6961794496,35700.00,21000,7
7079527193,35700.00,17000,11
46681647,35700.00,17000,11
7113946516,35700.00,17000,11
815473191,35700.00,17000,11
5966457828,35672.00,13720,16
7261088248,35658.00,16980,11
1019260569,35200.00,16000,12
242617503,35200.00,16000,12
5036469935,35200.00,16000,12
126786472,35200.00,11000,22
205665509,35100.00,13000,17
7932977411,35100.00,13000,17
6122479840,35100.00,9000,29
1445287984,35000.00,14000,15
551772560,35000.00,14000,15
7960790104,35000.00,14000,15
6369058184,34938.00,12940,17
7063338675,34848.00,7920,34
5280903192,34750.00,13900,15
6058882781,34722.00,12860,17
1724215461,34500.00,15000,13
776937055,34200.00,18000,9
890765478,34176.00,14240,14
802154461,34176.00,10680,22
487914982,34100.00,11000,21
7467972736,34100.00,11000,21
7784606351,34000.00,17000,10
7099759083,34000.00,17000,10
1319359943,33936.00,14140,14
336827329,33877.00,17830,9
217144830,33850.00,13540,15
7929195187,33800.00,13000,16
7911684551,33800.00,13000,16
1025748985,33800.00,13000,16
7564132047,33600.00,16000,11
114908306,33600.00,16000,11
1782731867,33600.00,16000,11
6766967418,33600.00,14000,14
496939198,33600.00,14000,14
5266795569,33600.00,14000,14
6864541436,33600.00,12000,18
6595769722,33300.00,9000,27
6790366466,33000.00,15000,12
1831006583,33000.00,15000,12
5461403877,33000.00,15000,12
1780057518,33000.00,15000,12
164867630,33000.00,11000,20
7449999676,33000.00,11000,20
519938217,32500.00,25000,3
7739711450,32500.00,13000,15
442783031,32500.00,13000,15
5318719128,32500.00,13000,15
5164159910,32500.00,13000,15
8071064973,32500.00,13000,15
6052880764,32500.00,13000,15
5311925719,32400.00,12000,17
994336086,32400.00,12000,17
1157597630,32400.00,12000,17
5908627415,32400.00,12000,17
8400749520,32400.00,12000,17
501164365,32300.00,19000,7
1102833966,32300.00,17000,9
589017617,32200.00,14000,13
7086059299,32200.00,14000,13
521070581,32000.00,20000,6
7373544978,32000.00,16000,10
7362764993,32000.00,16000,10
6991783063,32000.00,16000,10
8196894525,32000.00,8000,30
1023454672,31920.00,15200,11
5715787244,31500.00,15000,11
6775860818,31500.00,9000,25
7194946005,31200.00,13000,14
262468154,31200.00,13000,14
541608398,31200.00,13000,14
6979741702,31200.00,13000,14
6565334253,31200.00,13000,14
6619849437,31200.00,12000,16
534189589,31200.00,12000,16
299990305,31200.00,12000,16
7851514959,31200.00,8000,29
136343597,31200.00,8000,29
7545216511,31072.00,9710,22
7454912292,30800.00,14000,12
6161935167,30800.00,14000,12
6452388316,30800.00,14000,12
7709888313,30800.00,11000,18
6567452994,30744.00,10980,18
857543172,30600.00,18000,7
655474537,30600.00,18000,7
1268632135,30600.00,17000,8
7219031801,30600.00,17000,8
7277037848,30480.00,12700,14
1418839514,30400.00,19000,6
7884943790,30400.00,16000,9
548509032,30400.00,8000,28
5272272669,30400.00,8000,28
1000846346,30400.00,8000,28
284063081,30000.00,15000,10
647297901,30000.00,15000,10
1614076773,30000.00,15000,10
1187896467,30000.00,12000,15
5593289121,29904.00,14240,11
8091453760,29900.00,13000,13
6022846483,29900.00,13000,13
6719669220,29900.00,13000,13
736737015,29900.00,13000,13
7793396498,29900.00,13000,13
1867264566,29900.00,13000,13
2048673886,29700.00,11000,17
6095784051,29700.00,11000,17
5191133059,29700.00,9000,23
694231039,29616.00,12340,14
549287747,29400.00,14000,11
6071075938,29400.00,14000,11
7815900536,29376.00,10880,17
8427821627,29000.00,10000,19
257738325,28896.00,6880,32
835371413,28836.00,10680,17
411655235,28800.00,18000,6
7303066101,28800.00,16000,8
6629947077,28800.00,12000,14
6473980982,28800.00,12000,14
139246041,28800.00,12000,14
7074802686,28800.00,9000,22
288052412,28600.00,26000,1
285233117,28600.00,13000,12
6880596724,28600.00,13000,12
6882680670,28600.00,13000,12
7896688435,28600.00,13000,12
517400935,28600.00,11000,16
789878169,28600.00,11000,16
990954612,28600.00,11000,16
1969925682,28500.00,15000,9
6797570996,28291.00,14890,9
404712626,28119.00,13390,11
421379017,28000.00,28000,0
5305424270,28000.00,14000,10
7402461631,28000.00,10000,18
742264856,27892.00,14680,9
1926293335,27804.00,13240,11
7305394927,27600.00,12000,13
431535119,27600.00,12000,13
7649239056,27500.00,11000,15
6588200977,27500.00,11000,15
246892441,27500.00,11000,15
527083544,27485.00,11950,13
992876583,27300.00,13000,11
5470811093,27300.00,13000,11
7623614773,27300.00,13000,11
7554399611,27300.00,13000,11
7220483306,27300.00,13000,11
823924777,27300.00,7000,29
864449820,27153.00,12930,11
435835230,27104.00,12320,12
5051619768,27000.00,27000,0
5898580536,27000.00,18000,5
7396023964,27000.00,15000,8
7286467942,27000.00,15000,8
970546364,27000.00,15000,8
7045138881,27000.00,9000,20
8139540457,26660.00,13330,10
1563746205,26628.00,9510,18
6901985857,26600.00,19000,4
7600927978,26600.00,19000,4
5917762536,26600.00,14000,9
1615196993,26600.00,14000,9
1148642184,26600.00,14000,9
1897557211,26600.00,14000,9
5822426481,26543.00,13970,9
819325194,26400.00,24000,1
579515680,26400.00,22000,2
853726164,26400.00,22000,2
429057856,26400.00,11000,14
6145175929,26400.00,11000,14
355371571,26400.00,11000,14
1499861814,26400.00,11000,14
6755172541,26224.00,11920,12
6932841831,26100.00,9000,19
2093798465,26000.00,26000,0
1820737650,26000.00,20000,3
5036433284,26000.00,13000,10
6280182281,26000.00,10000,16
6210935685,25984.00,8960,19
8039905750,25900.00,12950,10
7575445758,25820.00,12910,10
7750826265,25760.00,12880,10
7395885228,25557.00,12170,11
1535104706,25500.00,17000,5
362746377,25300.00,23000,1
7905402865,25300.00,11000,13
994638630,25200.00,18000,4
358709165,25200.00,14000,8
1644381684,25200.00,12000,11
166699865,25200.00,12000,11
5937635546,25200.00,12000,11
879010949,25188.00,20990,2
5268819176,25099.00,13210,9
5734339216,25038.00,13910,8
6587894951,25000.00,10000,15
7626794814,24786.00,13770,8
330740690,24700.00,13000,9
7421700866,24700.00,13000,9
7183935425,24381.00,11610,11
662385849,24310.00,11050,12
5909362817,24300.00,9000,17
507629714,24300.00,9000,17
388689675,24246.00,13470,8
480650951,24210.00,13450,8
244188668,24200.00,22000,1
6010532984,24200.00,22000,1
7869436979,24200.00,22000,1
1403397947,24200.00,22000,1
6116664663,24200.00,22000,1
437573696,24000.00,24000,0
6726152820,24000.00,16000,5
5358943933,24000.00,16000,5
7517575512,24000.00,15000,6
371402839,24000.00,12000,10
6404327267,24000.00,12000,10
7014044236,24000.00,12000,10
5943779013,24000.00,12000,10
6825618482,24000.00,12000,10
1183922288,24000.00,10000,14
1229692545,23800.00,17000,4
344358595,23800.00,14000,7
1279792559,23800.00,14000,7
842229606,23800.00,14000,7
1820544672,23720.00,11860,10
5064655416,23672.00,10760,12
328465245,23598.00,13110,8
564764793,23522.00,12380,9
1024407587,23400.00,18000,3
414435554,23400.00,13000,8
866536859,23400.00,13000,8
488658414,23310.00,12950,8
2102412957,23199.00,12210,9
1180182691,23114.00,16510,4
8119160052,23100.00,21000,1
1726313563,23100.00,21000,1
442756763,23100.00,11000,11
6684903378,23100.00,11000,11
5008028401,23100.00,11000,11
1483520242,23100.00,11000,11
6288891452,23000.00,23000,0
2132563147,23000.00,23000,0
6403838608,23000.00,23000,0
681819236,23000.00,23000,0
58868907,22980.00,22980,0
570645433,22900.00,9160,15
5761303769,22842.00,12690,8
7169306135,22800.00,19000,2
7763194818,22800.00,19000,2
1002925630,22800.00,19000,2
1913133081,22800.00,19000,2
7415210768,22800.00,12000,9
7068627922,22800.00,12000,9
1616092442,22800.00,12000,9
5887176212,22800.00,12000,9
256562490,22800.00,12000,9
7183114516,22800.00,12000,9
7220423282,22500.00,9000,15
7275296988,22477.00,11830,9
5445862223,22400.00,16000,4
7931796637,22400.00,14000,6
6359033119,22400.00,14000,6
8309932932,22400.00,7000,22
6138648437,22268.00,11720,9
7069831592,22264.00,10120,12
512370214,22230.00,8550,16
5890458068,22100.00,13000,7
7775981361,22100.00,13000,7
8028543886,22100.00,13000,7
7949130202,22100.00,13000,7
537710146,22100.00,13000,7
7500783372,22000.00,22000,0
7371089637,22000.00,22000,0
7354578809,22000.00,22000,0
448715519,22000.00,22000,0
5378466057,22000.00,22000,0
1859863410,22000.00,20000,1
251004942,22000.00,20000,1
7596100268,22000.00,11000,10
7455152476,22000.00,11000,10
489056123,22000.00,11000,10
6095933244,22000.00,11000,10
7356992564,22000.00,11000,10
1865569358,22000.00,11000,10
1175868704,22000.00,10000,12
6990238689,22000.00,10000,12
5100373117,22000.00,10000,12
6767901200,21960.00,7320,20
7271712322,21660.00,14440,5
6458935696,21600.00,18000,2
1217847728,21600.00,12000,8
7042768236,21600.00,12000,8
164190065,21600.00,12000,8
6636095544,21600.00,9000,14
7660393399,21600.00,8000,17
5452619453,21600.00,8000,17
7680964321,21500.00,5000,33
1021885012,21492.00,11940,8
6704541455,21406.00,9730,12
908538039,21000.00,21000,0
5282570639,21000.00,21000,0
6226852820,21000.00,21000,0
358790126,21000.00,15000,4
1688791111,21000.00,15000,4
6347380215,21000.00,15000,4
171473955,21000.00,14000,5
5864355269,21000.00,14000,5
319926394,20900.00,19000,1
6405932904,20900.00,19000,1
7266834964,20900.00,19000,1
885707952,20900.00,19000,1
1288660628,20900.00,19000,1
5416107807,20900.00,19000,1
1743345339,20900.00,11000,9
1472759993,20900.00,11000,9
354732092,20893.00,12290,7
6759093180,20800.00,16000,3
5217772339,20800.00,16000,3
1002612407,20800.00,13000,6
1788332499,20800.00,13000,6
1011840982,20800.00,13000,6
7722214773,20800.00,13000,6
7870022392,20800.00,8000,16
268385006,20800.00,8000,16
1140656230,20800.00,8000,16
6903773599,20800.00,8000,16
6259476826,20700.00,9000,13
641684700,20650.00,20650,0
352934626,20634.00,10860,9
5319540335,20608.00,8960,13
5106501384,20433.00,9730,11
6163560855,20400.00,17000,2
2055413812,20400.00,12000,7
5028631175,20400.00,12000,7
7287135170,20400.00,12000,7
5264963423,20262.00,9210,12
253534168,20179.00,11870,7
311456411,20000.00,20000,0
7349091460,20000.00,20000,0
5345553953,20000.00,20000,0
7531801816,20000.00,20000,0
457365559,20000.00,10000,10
6195148962,20000.00,10000,10
7192430222,20000.00,8000,15
5828106917,19976.00,9080,12
6800547719,19824.00,12390,6
1820388504,19824.00,7080,18
7926694163,19820.00,19820,0
665234664,19800.00,18000,1
2100702153,19800.00,18000,1
380410690,19800.00,18000,1
674439027,19800.00,18000,1
1120553025,19800.00,11000,8
5486310232,19800.00,11000,8
7285631091,19800.00,11000,8
438595751,19800.00,11000,8
5691196773,19800.00,11000,8
6938368308,19800.00,9000,12
5381723872,19800.00,9000,12
7503633941,19800.00,9000,12
383266379,19669.00,11570,7
6147880868,19600.00,14000,4
7049624393,19512.00,10840,8
6790941148,19500.00,13000,5
5595770208,19260.00,9630,10
7376827324,19257.00,9170,11
5401258355,19200.00,12000,6
999821424,19200.00,12000,6
5325535418,19200.00,12000,6
6416257002,19200.00,12000,6
6310352001,19200.00,12000,6
7410469047,19200.00,12000,6
8451828987,19200.00,8000,14
908280156,19200.00,8000,14
407963883,19200.00,8000,14
8085938441,19200.00,8000,14
7767458121,19080.00,7950,14
1638785247,19065.00,12710,5
218876780,19000.00,19000,0
7263966384,19000.00,19000,0
812064700,19000.00,19000,0
1431509805,19000.00,10000,9
8436995688,19000.00,10000,9
1250631098,19000.00,10000,9
7888041928,19000.00,5000,28
6173986981,18942.00,13530,4
770503488,18900.00,9000,11
611891135,18900.00,9000,11
7619148305,18900.00,9000,11
1958999422,18900.00,7000,17
8238516189,18888.00,7870,14
8476765808,18768.00,7820,14
6909206086,18740.00,18740,0
552752256,18700.00,17000,1
7140465531,18700.00,17000,1
438159110,18700.00,11000,7
5572676356,18653.00,8110,13
1134432663,18491.00,16810,1
7328290024,18400.00,8000,13
1343254935,18400.00,8000,13
6712874601,18400.00,8000,13
631996695,18270.00,8700,11
6200382100,18260.00,16600,1
5754333551,18200.00,14000,3
5929939789,18200.00,13000,4
6781400746,18200.00,9100,10
1507644044,18200.00,7000,16
1350376997,18122.00,10660,7
6194239074,18000.00,18000,0
5908090045,18000.00,18000,0
390115258,18000.00,18000,0
6998494039,18000.00,18000,0
1838223811,18000.00,18000,0
7050913884,18000.00,15000,2
7811774246,18000.00,15000,2
5156276198,18000.00,10000,8
853053850,18000.00,10000,8
380393030,18000.00,10000,8
7056923008,18000.00,10000,8
7163248477,18000.00,10000,8
7346639480,18000.00,9000,10
7615143147,18000.00,9000,10
585340352,18000.00,6000,20
6973680201,18000.00,6000,20
6345955249,18000.00,5000,26
808164181,17992.00,13840,3
363394371,17986.00,7820,13
5845373356,17910.00,9950,8
825868793,17880.00,11920,5
1617131133,17880.00,8940,10
7257068887,17833.00,10490,7
1967324429,17743.00,16130,1
1386677381,17600.00,16000,1
5110091710,17600.00,16000,1
483069179,17600.00,16000,1
6885164100,17600.00,11000,6
5893367376,17600.00,11000,6
505679114,17600.00,11000,6
7895756083,17600.00,11000,6
6388811961,17600.00,11000,6
6556404285,17600.00,11000,6
7174143013,17600.00,8000,12
7836698142,17600.00,8000,12
6653035569,17600.00,8000,12
7222680740,17600.00,8000,12
782132161,17600.00,8000,12
7612836340,17600.00,8000,12
830806907,17575.00,7030,15
904611928,17500.00,7000,15
1974986630,17500.00,7000,15
7529154711,17500.00,7000,15
8392428395,17500.00,7000,15
1472237454,17479.00,15890,1
1408411748,17460.00,8730,10
569649470,17420.00,17420,0
408268536,17280.00,10800,6
1157699122,17180.00,8590,10
385825403,17168.00,5920,19
5024404488,17134.00,6590,16
222327278,17100.00,9000,9
8103104841,17100.00,9000,9
5239125624,17000.00,17000,0
7957438831,17000.00,17000,0
283373592,17000.00,17000,0
6196384305,17000.00,17000,0
981404733,17000.00,17000,0
8146163487,17000.00,17000,0
1310288265,17000.00,17000,0
5642411167,17000.00,10000,7
6743706566,17000.00,10000,7
452390659,16992.00,7080,14
1931614137,16986.00,8940,9
6508151935,16900.00,13000,3
784567003,16900.00,13000,3
5391246677,16896.00,7680,12
6963273911,16800.00,14000,2
7468714637,16800.00,14000,2
5182570669,16800.00,12000,4
410532380,16800.00,8000,11
7642621451,16800.00,8000,11
7150130357,16800.00,7000,14
6234324905,16764.00,15240,1
1120212114,16500.00,15000,1
7812223315,16500.00,15000,1
678443651,16500.00,15000,1
1721941977,16500.00,15000,1
1341445626,16500.00,15000,1
8160775316,16500.00,15000,1
1245964050,16500.00,15000,1
953057469,16500.00,15000,1
304264566,16500.00,15000,1
7206141984,16500.00,11000,5
461160340,16500.00,11000,5
1239752370,16500.00,11000,5
333542722,16500.00,11000,5
6747275064,16500.00,5000,23
502114950,16485.00,7850,11
6994622730,16445.00,14950,1
1024238422,16380.00,8190,10
6377411137,16328.00,6280,16
1880412567,16302.00,12540,3
5387693655,16200.00,9000,8
470666397,16200.00,9000,8
1696798012,16200.00,9000,8
5070315386,16200.00,9000,8
7034985942,16200.00,9000,8
300558005,16200.00,9000,8
8442754432,16131.00,8490,9
778366100,16100.00,7000,13
1330123722,16100.00,7000,13
369064921,16072.00,11480,4
6207823431,16065.00,7650,11
7140778176,16031.00,9430,7
7573193877,16000.00,16000,0
770871852,16000.00,16000,0
5115231282,16000.00,16000,0
383333412,16000.00,16000,0
225870975,16000.00,16000,0
807486836,16000.00,10000,6
1151007427,16000.00,8000,10
6063307151,16000.00,8000,10
5956279855,16000.00,8000,10
7433872983,16000.00,8000,10
7185213553,16000.00,8000,10
6712072748,15903.00,8370,9
680211471,15894.00,8830,8
5810396628,15846.00,8340,9
475113078,15765.00,10510,5
563288711,15606.00,9180,7
5220224834,15600.00,13000,2
810595054,15600.00,13000,2
8187646654,15600.00,13000,2
5963698016,15600.00,12000,3
398165836,15600.00,12000,3
6197863333,15600.00,12000,3
883112568,15600.00,12000,3
5095079250,15600.00,6000,16
7601012766,15433.00,6710,13
1717982301,15400.00,15400,0
7027588732,15400.00,14000,1
6367466725,15400.00,14000,1
430059810,15400.00,14000,1
432925218,15400.00,11000,4
1703891245,15400.00,11000,4
203658785,15400.00,7000,12
line:U81d3bef9052b2f5439126bcc74e8035e,15400.00,7000,12
8314404639,15400.00,7000,12
6945500330,15320.00,7660,10
496611188,15300.00,9000,7
7771462247,15300.00,9000,7
5661343805,15300.00,9000,7
1910111621,15300.00,9000,7
6094013783,15300.00,9000,7
6301568968,15200.00,8000,9
547936572,15200.00,8000,9
726889439,15200.00,8000,9
875709950,15200.00,8000,9
7227823386,15200.00,8000,9
2122719721,15168.00,6320,14
700518899,15105.00,7950,9
7328379332,15067.00,7930,9
6653657312,15000.00,15000,0
6506551765,15000.00,15000,0
1071388201,15000.00,15000,0
239905608,15000.00,15000,0
1162798851,15000.00,15000,0
6743607659,15000.00,15000,0
453173351,15000.00,15000,0
876593218,15000.00,15000,0
5303912830,15000.00,15000,0
661541015,15000.00,15000,0
5091197605,15000.00,15000,0
6611686260,15000.00,15000,0
135797247,15000.00,15000,0
6631792962,15000.00,15000,0
5884079775,15000.00,15000,0
944958482,15000.00,10000,5
1004656878,15000.00,10000,5
291266700,15000.00,10000,5
419642695,15000.00,10000,5
6692082898,15000.00,5000,20
6926803475,15000.00,5000,20
876435883,15000.00,5000,20
7315949289,14960.00,7480,10
314600063,14860.00,7430,10
7993751882,14844.00,12370,2
450333910,14814.00,8230,8
7870887394,14800.00,4000,27
7237970931,14760.00,9840,5
1986691062,14725.00,7750,9
488633056,14720.00,14720,0
1633277894,14700.00,7000,11
7083654819,14700.00,7000,11
304581269,14700.00,7000,11
7607355940,14700.00,7000,11
442643315,14664.00,12220,2
7078062679,14649.00,7710,9
7408237390,14574.00,10410,4
7182034842,14525.00,5810,15
7740872150,14400.00,12000,2
6540990570,14400.00,12000,2
5585457747,14400.00,9000,6
7454085836,14400.00,8000,8
7084808387,14400.00,8000,8
7539685593,14400.00,8000,8
7375577760,14400.00,6000,14
1320384195,14300.00,13000,1
372099716,14300.00,13000,1
7981801984,14300.00,13000,1
7951795160,14300.00,13000,1
1118953056,14300.00,13000,1
7817153138,14300.00,13000,1
268027060,14300.00,13000,1
7368872480,14300.00,13000,1
5718416241,14300.00,13000,1
8331359642,14300.00,11000,3
6241156650,14300.00,11000,3
396601777,14100.00,14100,0
8306987127,14080.00,7040,10
7114482651,14000.00,14000,0
569256146,14000.00,14000,0
1089457364,14000.00,14000,0
479131620,14000.00,14000,0
1050361109,14000.00,14000,0
7996431060,14000.00,14000,0
1911395018,14000.00,14000,0
5302704331,14000.00,14000,0
1873944,14000.00,14000,0
8083758171,14000.00,14000,0
389302525,14000.00,14000,0
428516174,14000.00,14000,0
890094493,14000.00,14000,0
554054791,14000.00,14000,0
490031968,14000.00,14000,0
6149077801,14000.00,14000,0
380764780,14000.00,10000,4
1093613500,14000.00,10000,4
1704689362,14000.00,7000,10
8458105729,14000.00,7000,10
1684056199,14000.00,7000,10
129293422,14000.00,5000,18
6550051256,14000.00,5000,18
6131760470,13930.00,13930,0
1431224363,13800.00,6000,13
438476031,13800.00,6000,13
6964948132,13770.00,8100,7
2123078719,13744.00,8590,6
7005930628,13696.00,8560,6
218780845,13640.00,12400,1
7573738551,13600.00,8000,7
6514190463,13600.00,8000,7
8059841583,13600.00,8000,7
5183688393,13600.00,8000,7
323278613,13600.00,8000,7
7058780627,13600.00,8000,7
199588419,13545.00,6450,11
1786782993,13518.00,7510,8
7802823206,13500.00,9000,5
7690665393,13500.00,9000,5
