rank,username,score,gold,rares,epics,legendaries,userid
198,Vovan2772,655612.8,440600.0,98,30,7,8053529895
199,vladddd125,650106.52,390220.0,144,42,9,7542395508
200,kseniya_parfeniuk,645348.0,132000.0,691,253,56,547991743
201,Kgogu9,614943.0,227000.0,347,122,21,743348433
202,ant_kvl,612364.3200000001,164880.0,524,185,36,567050417
203,TylerCMMon,606267.2000000001,207200.0,420,131,24,7531801816
204,vlad59,604725.487,263957.0,187,64,24,line:Uf3b77600fcf64a011e32d5483e605bd6
205,rizkageni,601502.56,212320.0,339,139,22,701646775
206,Moldvan,596396.775,188435.0,383,147,30,1418839514
207,Kdbsjxbshf,581256.0,324000.0,152,52,11,7203677413
208,Vvfccvcff,570708.0,191000.0,392,156,22,7302265767
209,Rullyy98,557842.927,249371.0,223,79,18,5682254346
210,khoa99955,551047.8,503700.0,16,8,1,5339886771
211,7879595104,550025.0,245000.0,249,91,15,7879595104
212,NJvtLO,549654.168,172956.0,378,140,32,7317073774
213,Tundecrypto,549571.2,314400.0,112,46,12,6221491790
214,6388230137,549508.436,334658.0,126,46,8,6388230137
215,NVnight,547015.1680000001,294728.0,166,45,14,519938217
216,6376759845,540252.0,349000.0,104,39,7,6376759845
217,Petro_metro,537235.9999999999,196000.0,301,120,24,7482248395
218,muklisss11,535876.0,418000.0,72,20,3,8110249576
219,carpetbags1858,526497.552,173304.0,382,141,27,7288297681
220,Godamn9,523931.184,199062.0,324,128,18,6781456497
221,HeqGBF,518707.224,168084.0,382,139,29,6989747091
222,ktAEuK,510553.584,173304.0,386,140,24,7400292715
223,minyakny,509184.0,408000.0,56,22,2,8395125611
224,Snbesssbi,500831.99999999994,144000.0,402,161,37,7351299045
225,Akane Mori,499596.0,62000.0,1292,451,102,line:U3414071165a95253b4a6e71e1bae611c
226,7980192923,498611.256,290566.0,134,52,9,7980192923
227,Fenix136,498377.096,189353.0,336,126,18,7136300091
228,fuhzannu,491778.0,378000.0,61,20,4,8233672492
229,Amaryllis_Delila,491028.0,174000.0,406,121,23,7258667809
230,Trinitybum,473487.0,147000.0,427,154,29,7680090150
231,woonaanu,473297.99999999994,382000.0,53,26,1,7867190843
232,Lily0572,471403.3,248107.0,150,50,15,7824199486
233,Xjdjdjdjjdj,467280.0,144000.0,415,155,30,7221952160
234,sveto_therapy,466450.0,190000.0,237,78,25,6154531879
235,TakoiAAS,465192.00000000006,312000.0,83,23,9,311456411
236,fajrria,464936.0,356000.0,60,21,4,8138782736
237,GGezzzzzzz,462555.98799999995,283082.0,154,50,6,6473980982
238,JayvieGojo,460512.327,256839.0,181,67,7,5822426481
239,greennoni0n,458295.70000000007,316066.0,102,33,5,5418518677
240,1010093125,458280.0,285000.0,122,46,7,1010093125
241,Vvvkcvkkvck,455615.99999999994,144000.0,412,162,26,7900561453
242,RogozinE,449593.19999999995,205200.0,177,74,19,7454912292
243,Qasa1111,449287.99999999994,284000.0,120,37,8,7434356534
244,foxhero1,445212.0,332000.0,59,27,4,7749543316
245,FermaHazBazZz,441471.0,303000.0,49,28,8,7196953126
246,Gigabit_ton,429696.0,144000.0,406,158,21,7899700845
247,Ronron303030,428924.99999999994,285000.0,115,40,5,6851662071
248,Martinaska,428904.0,252000.0,138,54,8,7981801984
249,NiPS19,426810.0,246000.0,171,69,5,1710565673
250,7621971050,426190.00000000006,391000.0,24,11,0,7621971050
251,Dipali Singh,426048.16,307616.0,85,25,5,line:U42fb39fdc075a5dac3c1eb8123a938c7
252,Advvi28,423934.65,236835.0,148,57,10,8191046592
253,Tenxi377,411747.684,208797.0,138,49,18,7805091959
254,SERELDA,411438.0,282000.0,93,31,6,6280182281
255,Green,406638.0,342000.0,39,20,1,line:U7f8f8d72a96ea47332e08aeae3502583
256,Rikirikardo2009,401200.0,272000.0,109,36,5,1118953056
257,ToriTori01,398308.82300000003,232793.0,153,48,9,1213008615
258,Sanemiiie,386384.32800000004,215496.0,157,46,12,8283744972
259,gastondefi,383273.28,307110.0,50,23,2,1628981727
260,Xinghi7,379473.804,210468.0,155,48,12,8396615988
261,Antoxa_A,374011.48000000004,143740.0,336,121,18,7257068887
262,jillian_19,373968.0,196000.0,158,65,12,5786601600
263,gizmo_vasto,368994.24,247980.0,98,30,7,5678820266
264,Hftiid,366599.99999999994,120000.0,387,128,30,7137111548
265,7626794814,366024.64,242240.0,73,28,9,7626794814
266,Nayxil19,365960.444,184642.0,148,49,18,7550466894
267,soskna,363540.0,332000.0,23,12,0,8134061297
268,oslo36,360831.9,194100.0,163,61,11,782132161
269,soldyou,360264.0,136000.0,353,111,21,1686793523
270,arkaraditya15,359428.00000000006,236000.0,115,33,7,7363121726
271,duajnim,358576.0,292000.0,66,17,2,8260568302
272,ludook22,354848.0,208000.0,124,52,9,6595769722
273,wokonnt,354723.0,317000.0,23,11,1,7876339571
274,8103104841,353872.0,272000.0,79,17,4,8103104841
275,blacksorrow,350163.0,178200.0,209,76,10,line:U930239cffad36ec65b2aaf01793b267e
276,8143532564,349792.8,265800.0,52,24,4,8143532564
277,VladimirrrSG,349683.88000000006,226040.0,103,34,8,576729743
278,7677778674,346292.262,202866.0,125,57,8,7677778674
279,daniilnikitin1923,344964.0,204000.0,139,47,9,1000846346
280,checkmate6464,340572.0,242400.0,75,30,5,7910409125
281,zyferdd,339666.84,275480.0,59,19,2,1615196993
282,bsaajanabsbs,337985.99999999994,297000.0,24,9,2,7672254497
283,manrey33,334277.75,164750.0,219,80,11,2031054289
284,jaybret,331420.73000000004,78110.0,579,234,42,7183465457
285,crazik24,329448.0,222000.0,106,33,6,6739915676
286,sinigammm,329076.0,297000.0,30,3,2,7953015697
287,bon1111111,328998.432,286584.0,28,10,2,7049434673
288,nuzmanqt,328992.0,276000.0,24,13,3,8192068232
289,ale55io,327806.36,158744.0,255,85,10,106333361
290,GyumeiEyu,327397.479,191797.0,155,52,8,8163025707
291,slowmouwen,325826.0,202000.0,139,44,7,6095784051
292,tetrisfun,324996.0,292000.0,11,7,2,1764834889
293,veron_astr,323670.4,246700.0,78,24,3,6209221010
294,saveliy595,322963.368,186792.0,135,44,11,6116664663
295,Ste070981,322104.24,250860.0,68,31,1,480650951
296,gintaern,321563.0,253000.0,67,14,4,8214208705
297,Liss136,320934.5,222100.0,97,33,5,876593218
298,jenkamz,318378.0,282000.0,21,13,1,8495811210
299,yanzizd,317124.0,276000.0,23,16,1,8487597629
300,MartissOq,313499.14999999997,179450.0,147,60,8,7310757854
301,DashaHal_BITS,311416.6,220550.0,82,40,3,458314249
302,k9k646,311048.63999999996,248640.0,59,12,4,5220224834
303,Sergii_K1,309308.247,110349.0,303,115,27,944958482
304,King_Bamboo,308457.35,54325.0,796,312,67,1727756280
305,nurkhan1993,307946.749,261637.0,33,9,3,802154461
306,mainsoaaaj,307726.0,251000.0,28,13,4,8342841404
307,Blondanizm,307545.0,105000.0,393,151,21,8114217914
308,kenaizni,307463.99999999994,276000.0,30,9,1,8341397874
309,YuretsYuR,306008.86,234310.0,66,20,4,1820544672
310,Erik0405,304470.12,160840.0,161,62,12,5881993170
311,Von_Alex,304179.3,190350.0,118,45,7,318081928
312,RomanAtval,299531.0,127460.0,258,82,20,1089457364
313,Justice7510,298155.98,221020.0,43,21,6,6864541436
314,marindone,296736.0,264000.0,22,12,1,7727519755
315,Taurus367,294878.47,170845.0,144,52,9,7822944480
316,hianzee,294172.0,251000.0,28,9,3,8445116029
317,piple_chilit,293692.5,217550.0,56,24,5,5139922527
318,Albehmae,293622.27499999997,165421.0,145,55,10,7488316772
319,winzssy,288148.0,251000.0,34,9,2,8229549994
320,HazBazZz,286660.0,220000.0,57,31,2,345527245
321,maurinesoriano,285564.8,122560.0,244,106,15,1943885013
322,kamzisns,284383.0,251000.0,31,7,2,8456526791
323,nainzii,283379.0,251000.0,27,12,1,7576090730
324,BlackTAB75,283327.99000000005,221870.0,43,24,3,139246041
325,m1ster_telegram,280539.0,183000.0,155,53,2,6122479840
326,7541693581,276914.4,127200.0,199,73,18,7541693581
327,alextwinner,275520.0,240000.0,22,11,2,6998494039
328,zuhanxyz,275336.0,254000.0,30,4,1,8169802910
329,nkd10,273883.77,233490.0,29,14,2,384175819
330,tophip2,271031.0,149000.0,147,57,11,7045138881
331,Ixyxtocyhxo,268772.0,116000.0,225,92,18,1328868526
332,olga_crypto_space,266112.0,144000.0,170,53,12,7074802686
333,8045563653,265932.0,166000.0,122,40,8,8045563653
334,sucintoo,265580.0,245000.0,30,4,1,7779281409
335,Meldapapin,264990.62,179290.0,76,32,7,7345400242
336,juhandai,264095.0,239000.0,27,13,0,8203959489
337,haeanzj,263895.0,241000.0,29,11,0,8456298189
338,Crypto_miha,263676.817,144007.0,171,65,9,5835434348
339,Noordrop7,260578.0,226000.0,21,12,2,5056836480
340,WaterMirror,258941.5,140500.0,153,55,12,line:U5a9f18f2d7c71d12db776f30a7e598f9
341,Gondurapsina,255112.00000000003,223000.0,36,13,1,350450110
342,zumbbb,254968.0,232000.0,27,7,1,8199491268
343,djeansu,254247.65600000002,165958.0,100,32,8,line:U81d3bef9052b2f5439126bcc74e8035e
344,Bbmant,252452.96,203920.0,52,21,2,7291861935
345,Melamory75,251680.08,216220.0,56,13,1,7042768236
346,Milana,248472.0,204000.0,56,17,2,line:Uf323023ab1afb13688deefd1572d6fbd
347,Opaw111,246841.00000000003,197000.0,67,21,2,8007243462
348,buzzzklen,246372.00000000003,147000.0,124,47,9,7014044236
349,T3ngen,246046.24,124960.0,189,75,11,6374369736
350,1466610522,245985.0,155000.0,107,40,8,1466610522
351,cyberislands,243497.6,150400.0,109,30,11,6539056768
352,RekrekStaana,241980.00000000003,222000.0,18,12,0,5087347395
353,kamado281,238321.86,123355.0,134,68,13,7953388535
354,Harvestmoonwallet,237726.0,141000.0,152,44,9,5973540861
355,bobovich222,236368.0,136000.0,102,46,12,5191133059
356,trideniz,235848.0,186000.0,64,24,2,7049624393
357,ganja774,235435.004,176092.0,55,32,3,763808688
358,7870839907,234360.0,216000.0,25,10,0,7870839907
359,Skif3110,234162.18,175140.0,79,28,3,6428312504
360,AnsoyWi,233840.79700000002,133547.0,139,57,9,8445567278
361,Alex_Fil2,233506.4,120800.0,129,49,17,1535104706
362,max777str,232938.48,104880.0,255,91,14,7371089637
363,1432744661,232406.99999999997,119000.0,179,69,12,1432744661
364,hukanzi,231672.0,196000.0,26,11,3,8156990632
365,yahboiji,229998.3,211980.0,25,10,0,5361039106
366,Oppenheimer1972,229505.55800000002,185534.0,57,15,3,501164365
367,Mpo135,229080.00000000003,138000.0,84,46,10,723750801
368,7440137270,228703.66999999998,107930.0,225,69,16,7440137270
369,kanzian,227048.00000000003,202000.0,28,11,1,8091407315
370,Gyumi467,225199.904,131542.0,142,55,8,8215684291
371,donaaaal,224807.0,191000.0,21,11,3,8050921308
372,5160038433,223215.55200000003,168084.0,64,34,2,5160038433
373,kulikov_biz,221260.0,185000.0,40,6,4,902351961
374,Yulouy,219007.99999999997,128000.0,105,31,14,665234664
375,paulussssss,218341.44,184410.0,46,18,1,421950593
376,zohhnuyy,218102.0,167000.0,54,22,4,7358654871
377,7922605116,217917.0,189000.0,21,12,2,7922605116
378,Quickmanlol,216265.0,167000.0,55,15,5,7055626263
379,LmaoLLLq,215376.0,168000.0,48,24,3,6856821968
380,polzovatelbbbb,214368.0,168000.0,54,17,4,6784986419
381,5996583044,212705.75999999998,134880.0,115,37,8,5996583044
382,fundakkk,211659.99999999997,190000.0,24,10,1,8257914097
383,I_VVZ_I,211445.696,85814.0,186,83,26,475362009
384,Dmytro,211145.616,162921.0,74,17,4,line:U5124cdeea557455ec95108985cda1dbf
385,Dandi700,208893.0,179000.0,23,9,3,7898250237
386,leketno,208656.00000000003,189000.0,26,8,1,7715172968
387,Sergbarey,207548.34,179230.0,38,10,2,1329819814
388,X_x_666_x_X,205563.176,163016.0,39,17,4,591719855
389,7286830684,205410.0,167000.0,26,9,5,7286830684
390,Overlordss,205182.9,192660.0,29,6,0,569649470
391,Vladimir99227,204408.36,164580.0,56,16,3,6539285521
392,blokirrrry,204370.0,191000.0,28,7,0,8092643974
393,fatinnn197,202928.0,176000.0,21,12,2,7827478057
394,PieroElSolo,199365.12,173060.0,26,6,3,1724215461
395,unhai,199182.0,178000.0,29,10,1,8241546162
396,jiagojo,198606.00000000003,158000.0,71,16,3,7192103768
397,1140656230,198237.0,169000.0,41,12,2,1140656230
398,rypetype,196300.0,100000.0,129,54,17,6587894951
399,brunajastro1,195306.0,129000.0,100,39,6,1735277654
400,afrizal222,193919.0,134200.0,97,33,5,1967324429
401,Jeff_nart,193370.454,169178.0,29,9,2,7050913884
402,cverka22,192468.0,129000.0,126,46,3,6692082898
403,7525779143,192295.99999999997,172000.0,28,5,2,7525779143
404,Julay222,191069.72,128840.0,99,29,7,6506551765
405,Ludmila_crypto,191043.936,104739.0,158,56,11,6635331519
406,7565666999,189760.0,160000.0,24,7,4,7565666999
407,dipalisinghh,189682.185,118923.0,151,49,5,6815887681
408,jintmao,189111.0,169000.0,29,10,1,7691214425
409,7984896899,187510.95,133650.0,67,21,7,7984896899
410,theguys123,185400.0,100000.0,164,60,11,6775860818
411,Emibubble,184791.0,93000.0,219,63,13,6147880868
412,psyho_logy,183498.0,119000.0,104,33,8,2120766776
413,lilly_lena,182101.15,111650.0,115,41,9,457365559
414,8144683356,181920.0,160000.0,23,4,3,8144683356
415,Junix17,180676.0,68000.0,277,90,28,1518480814
416,RomanHsieh,178629.75,147750.0,41,23,1,1507644044
417,NindiraOx,178486.0,133000.0,72,30,3,8010758859
418,mnokkkt,178450.0,166000.0,27,8,0,7822869696
419,mobdrir,178308.0,156000.0,23,10,2,8069698536
420,olchlx,176714.99999999997,105000.0,161,52,7,6288891452
421,oy_craze,176654.28,144680.0,41,10,4,1190456595
422,cheburahapnz,176610.0,145000.0,44,19,2,131405280
423,Erisinka,176596.0,106000.0,132,44,9,8176928815
424,7257547750,176046.0,74000.0,245,84,21,7257547750
425,ketymom,173341.16800000003,84392.0,184,65,16,6998938459
426,BomPaniss,173182.0,131000.0,64,28,3,8292308879
427,Mohammadsabzijahromi,172689.44,146720.0,27,10,3,216626934
428,vadim_zhivov,172578.40600000002,145882.0,33,15,2,1081511636
429,Kunca637,172295.966,106487.0,156,42,7,7608032848
430,Zilongae,168494.256,92988.0,152,45,13,7253273854
431,ibon99,168434.0,79450.0,214,76,15,1019260569
432,KavaKstorm,168410.00000000003,110000.0,99,27,9,6596606735
433,Gisakhan,168279.66,151740.0,25,9,1,6721792583
434,YuzongUei,164742.87,85359.0,138,57,15,7535448479
435,weizob,164699.0,109000.0,97,24,9,7183935425
436,Tavsanplyus,164363.6,155060.0,24,6,0,1439968999
437,7497801333,164285.0,103000.0,109,31,10,7497801333
438,Vechesvet,162768.672,77472.0,237,74,14,326682087
439,darianohka,160958.85,128050.0,47,20,3,1882954913
440,Kenn992,160796.44,82039.0,138,62,15,7021068033
441,Ludzakura,160304.0,86000.0,144,65,11,line:Ub5b808b49b010140f76a4836d1cdee2e
442,5506517133,159795.0,45000.0,517,194,29,5506517133
443,crypton222,159479.0,101000.0,135,44,6,495324091
444,yegrium,159309.108,87822.0,178,51,11,6271281178
445,8020207578,158486.0,109000.0,106,28,6,8020207578
446,pitheorema,157585.61,143390.0,27,7,1,218780845
447,dimatah,155387.8,84680.0,157,63,10,5461403877
448,vitaliy311017,153810.0,90000.0,103,46,11,6777729604
449,galoshtime,151791.3,99210.0,140,40,5,838300424
450,NirvanaDobriy,151654.58,109340.0,81,36,3,435387874
451,7723895872,151512.96000000002,137240.0,20,9,1,7723895872
452,7108194839,150822.0,98000.0,125,39,6,7108194839
453,Umar9119,149946.984,88308.0,182,51,7,6772107164
454,Cihuy561,148483.308,87446.0,146,57,7,8122758017
455,Tati_noda,146042.874,98478.0,99,29,7,223164353
456,vitaliyrtrk,145641.6,93600.0,70,36,9,520639515
457,emerpuss29,144752.01,78970.0,167,51,12,5764942661
458,Ncum36,144690.62399999998,79326.0,152,57,11,7940927337
459,6063307151,142875.0,127000.0,35,15,0,6063307151
460,Harlem81,142135.0,131000.0,19,11,0,1840433901
461,Albert_lain,141812.44,123530.0,28,10,2,681819236
462,npatino,141669.42,115460.0,35,17,3,5825577973
463,ZilongYuq,140544.144,80912.0,149,58,8,8108361960
464,arararararararararagi,140532.0,84000.0,127,56,7,388620110
465,Crcrcrrrc,140499.441,102033.0,89,33,3,398165836
466,rezkyintan9596,139696.47999999998,78880.0,171,55,9,1124355940
467,heymilkaaa,138992.0,119000.0,24,14,2,8101648136
468,Yonitop,138478.116,106358.0,92,20,3,5186845785
469,Amiksor,138176.63999999998,115920.0,18,14,3,689232279
470,t1m_ksh,136821.08,120760.0,31,7,2,613033791
471,crazik73,136713.6,112800.0,32,15,3,1532308789
472,Yan_yan11111,135330.0,78000.0,123,52,10,7173493897
473,mahyudinn,132525.0,93000.0,77,33,5,7556783565
474,rania0709,132246.10799999998,76932.0,131,43,11,6587515336
475,7858731340,132110.0,110000.0,27,9,4,7858731340
476,radamant01,132088.982,109891.0,34,13,3,429057856
477,Recruit67,131610.0,123000.0,28,7,0,854903307
478,560189662,130569.368,83752.0,115,44,6,560189662
479,Romul_83,129668.34999999999,119510.0,25,10,0,692978688
480,Rezamohammady,129262.56,74460.0,172,49,9,238603853
481,yarohicho,129003.38,113860.0,25,8,2,1911387338
482,Ixia37,128395.696,72622.0,150,43,12,8004676901
483,Fbbvb666,127783.0,53000.0,283,93,19,6392389442
484,Drrezamo,127085.7,76650.0,154,49,7,7248561492
485,sizannnd,126719.99999999999,110000.0,26,6,3,7625979448
486,Divizion56,126271.79999999999,96760.0,41,19,5,250731499
487,Meloystv,125544.59999999999,72360.0,141,49,10,7165987414
488,vilyjemz,125487.99999999999,92000.0,64,20,6,6010532984
489,Harabas,125194.216,102116.0,28,13,4,1983366905
490,Zuxin378,124889.44,80470.0,162,50,3,8073786421
491,Liudlych,124875.0,45000.0,389,106,25,1196232556
492,lobster_199,124587.0,109000.0,17,11,2,6689711602
493,artem_onmi,124092.0,81000.0,94,33,8,6705793032
494,thyronlevi,123799.0,107000.0,25,7,3,7415210768
495,7977607885,121990.0,110000.0,25,9,1,7977607885
496,Alex01_0_0,120292.0,68000.0,127,52,11,1151007427
497,lusinda2307,119936.7,99450.0,26,10,4,1044896406
498,Kamallas,119756.0,91000.0,64,22,4,700385330
499,VitosVo,119135.99999999999,102000.0,42,11,2,1838223811
500,7957438831,117254.56999999999,105730.0,25,9,1,7957438831
501,rezkydrops,116739.0,74120.0,131,49,5,6652274521
502,kiuem,116342.09999999999,74340.0,133,47,5,line:U361cebccb91b9f0791e247c5353e79dd
503,balestoo,116174.0,58000.0,157,56,17,5049143955
504,susu_1984,115634.67,76630.0,113,36,6,2065381225
505,Dar_Khan92,115029.072,92616.0,44,18,3,6058882781
506,ihor_riabukha,114276.72,75480.0,106,38,6,380410690
507,alabamagee,113582.0,61000.0,136,56,13,6196384305
508,7564132047,113152.0,64000.0,132,46,12,7564132047
509,LenyaSheva,112266.00000000001,81000.0,86,30,4,1408123786
510,koexto,111036.0,76000.0,77,19,9,432925218
511,8143439261,109755.0,81000.0,73,22,5,8143439261
512,RoVol_UR,109642.108,98422.0,24,10,1,428668317
513,goblokyou,106396.0,67000.0,138,40,7,6056942940
514,sunnykim8892,106120.5,80700.0,63,17,5,7352874572
515,Love_Ghee_Ua,106080.0,102000.0,10,5,0,7940467119
516,dazlyx,105780.0,98400.0,15,10,0,5770258886
517,alx_brg,105577.40000000001,72812.0,132,28,5,6403838608
518,Quaker63,104827.5,67500.0,115,38,7,5892389797
519,heymaoc,104550.00000000001,75000.0,88,21,6,8006490097
520,Alexandr_103,104393.7,90150.0,20,13,2,810595054
521,azazello12345,104134.8,64400.0,107,45,8,751555868
522,crypto_avocado,102675.0,75000.0,69,20,6,5896508558
523,vmg9999,101771.45999999999,78588.0,61,14,5,5134879165
524,analygin,101708.178,76703.0,44,27,4,550440267
525,thanhnhas97,101470.00000000001,73000.0,96,24,5,7727908832
526,Kopstav,101261.90400000001,73272.0,82,35,3,7175524313
527,champion5252,101249.49999999999,49390.0,204,66,15,7959518471
528,cryptot3d,101160.0,72000.0,81,29,5,5105119071
529,7433101157,101007.8,72200.0,69,25,6,7433101157
530,IsEzdE,100800.0,63000.0,126,54,5,7267895303
531,heru0910,100584.0,66000.0,110,39,6,6899679075
532,chikaqyu,100125.40000000001,70760.0,85,30,5,line:Ucc36344578bfa9eea68dd614729276cf
533,alsu123123,99652.8,62400.0,111,41,8,7393423019
534,Iq753,99360.0,69000.0,98,32,5,1638785247
535,hiimkat,98568.0,72000.0,69,20,6,256562490
536,mauricc18,97608.0,84000.0,30,7,3,6861029795
537,SANCHEZIO,97369.2,66600.0,72,25,8,446346177
538,Muhraj1,96395.0,65000.0,111,27,7,270318611
539,rudy_sv,95400.0,75000.0,44,23,3,5534354979
540,7441894874,95369.99999999999,66000.0,85,35,5,7441894874
541,M_40chela,94641.543,82801.0,29,9,2,22015872
542,ad_targ3t,94424.0,74000.0,54,17,4,684841725
543,7757579139,94094.0,77000.0,30,17,3,7757579139
544,charlesv2024,93309.688,67226.0,46,22,7,7266194313
545,Rubyy662,93199.68,51520.0,143,56,11,7565845223
546,Yaseen319,92796.0,76000.0,41,10,4,6456851115
547,8114443469,92460.0,67000.0,56,29,5,8114443469
548,CrypTugi1988,90804.0,69000.0,52,24,4,5001167835
549,VeraS_MVP,90400.86,67716.0,59,21,5,912276441
550,Spider-Man,89290.224,79158.0,20,8,2,line:U7e5d061c9ebf28480de05c61fffbc623
551,YURII_26,88430.79000000001,68551.0,62,13,5,908538039
552,kareslav,88352.562,65253.0,66,18,6,283373592
553,Leoniqq,88299.84,71440.0,44,12,4,6347380215
554,rosamil1,86802.0,74000.0,35,13,2,8083758171
555,Dak_ak,86515.0,65000.0,61,25,4,7951795160
556,Juikvk,86213.0,73000.0,31,5,4,7784606351
557,Larik000,86180.922,74358.0,39,15,1,110435550
558,putinhuylo_v_gaage,85476.00000000001,68000.0,53,19,3,428981479
559,kralgeofficial,85422.0,46000.0,185,72,8,1020392071
560,5114560326,84684.23000000001,53939.0,144,46,5,5114560326
561,Nehlehporfarhadi,84384.0,72000.0,22,10,3,6987670312
562,F_E_S_S_1,84372.0,59250.0,94,25,6,6790941148
563,AndreykaBarmaleyka,84320.30399999999,44756.0,170,64,11,309067504
564,Hika5242,84302.0,61000.0,82,35,3,6486294713
565,MorenoYwi,84015.0,45000.0,153,54,13,7908135877
566,7378360004,83877.63999999998,67480.0,57,21,2,7378360004
567,gon10678,83070.0,45000.0,132,49,14,8171166866
568,DK_1307,82845.072,63048.0,44,15,6,410532380
569,magnojezer,82414.5,70500.0,31,18,1,7740872150
570,MegaboxBS,82068.32400000001,40092.0,165,57,18,164190065
571,Art_Stalagnate,82013.12000000001,77080.0,10,4,1,243009604
572,oblvko,81802.224,71568.0,29,9,2,225870975
573,Andrewbelgovski,81647.37999999999,69665.0,22,10,3,5203798920
574,felluk6666,81194.75,75530.0,21,9,0,1177729202
575,ASKubonin,80652.0,73320.0,28,12,0,416322521
576,tonware,80481.6,72900.0,14,10,1,90343545
577,7206141984,80181.0,59000.0,71,18,6,7206141984
578,UpViewMarketing,80080.00000000001,70000.0,30,14,1,730151615
579,HopiumLast,79490.789,52331.0,117,37,6,6018976994
580,dave944,79287.39,57330.0,59,19,7,497810505
581,SIU0F,79194.0,67000.0,26,11,3,7491070913
582,Serginio777,78995.0,61000.0,49,16,5,505679114
583,natnat_a,78754.5,64500.0,35,11,4,383333412
584,8099351927,78522.0,69000.0,24,9,2,8099351927
585,6110348434,78384.0,71000.0,32,7,1,6110348434
586,chikaqyu,78012.90000000001,60900.0,35,21,4,2129922780
587,ChrolloTx,77383.04,51520.0,82,30,8,7285631091
588,Nem0ss,76176.0,69000.0,20,9,1,770871852
589,valeriibrd,75712.0,64000.0,33,15,2,228575061
590,heycjo,75412.0,68000.0,25,9,1,7608468341
591,7074683363,74649.6,46080.0,104,36,10,7074683363
592,8004348909,73975.0,55000.0,69,21,5,8004348909
593,Saturn26rus,73932.75,60750.0,49,13,3,42457442
594,tonyyyyy123,73886.58,55890.0,82,25,3,1330123722
595,torChun21,73790.64,67760.0,29,5,1,885707952
596,Maks_G7,73449.59999999999,67200.0,15,3,2,1816011478
597,daangL33T,73248.0,48000.0,100,26,9,1820737650
598,nisijang,73170.0,45000.0,98,43,9,8004528793
599,Tulalam,72297.03600000001,40662.0,160,68,7,808164181
600,atiming,72201.0,41000.0,143,58,9,7769706314
601,Lavr14_03,72030.0,49000.0,104,36,5,1469270087
602,Frienki_Loman,71780.4,62800.0,35,8,2,1882854320
603,Dogs0070000,71068.047,64083.0,25,9,1,7141667428
604,luckedra,70953.85,56090.0,49,11,5,422542802
605,Alexey_Ribalchenko_007,69959.269,57203.0,67,16,2,6743706566
606,logologo91,69896.51999999999,43740.0,136,42,7,7458349978
607,tottip777,69810.0,65000.0,8,6,1,405698817
608,alialtintop,69654.0,57000.0,48,14,3,1376914097
609,MOA123777,69614.176,37088.0,145,57,13,6508151935
610,capracarpet_vip,69480.0,60000.0,26,12,2,6298491969
611,NRachm,69281.6,40280.0,216,59,5,311479019
612,cryptocrash15,69149.493,57769.0,29,13,3,1721941977
613,Ivaivan0,69035.25600000001,50244.0,74,20,6,7004917176
614,7776372591,68646.0,51000.0,46,30,4,7776372591
615,youngLADY62,68354.28,55080.0,49,12,4,1049248385
616,samaraoh,68061.59999999999,49320.0,68,27,5,6800547719
617,radele4ka,68053.43999999999,59280.0,40,8,2,244188668
618,496939198,67938.45300000001,48081.0,65,23,7,496939198
619,brikoer,66740.0,47000.0,96,29,5,7956771479
620,Mishkakod,66584.0,58000.0,28,10,2,6202441591
621,sowlaa,66316.0,59000.0,22,12,1,7977104919
622,6353746920,65707.39199999999,39968.0,86,38,11,6353746920
623,seve90seve,65473.600000000006,60400.0,18,6,1,1981982697
624,8027807518,65178.0,51000.0,56,27,2,8027807518
625,7578760006,64616.99999999999,51000.0,45,22,3,7578760006
626,Solanagirrl,64417.00000000001,37000.0,99,37,14,5319540335
627,denisverr,64177.718,38638.0,121,45,9,732095900
628,MRyzhov,62577.00000000001,51000.0,35,17,3,279552999
629,Thanos378,62264.369999999995,38199.0,150,55,5,7530595980
630,7625652440,61865.99999999999,42000.0,59,34,7,7625652440
631,7763194818,61506.0,25500.0,272,75,23,7763194818
632,unit4440,61503.75,57750.0,17,8,0,7514395360
633,7927908289,61302.0,51000.0,40,12,3,7927908289
634,LWRjTC,60313.99999999999,53000.0,30,8,2,6761311371
635,7630496595,60207.00000000001,47000.0,59,17,4,7630496595
636,giorgiwanderer,60175.14,37846.0,86,34,10,661541015
637,Ponk,59976.64000000001,53360.0,34,10,1,line:U96b7175a59f1884e2f47ed8bc566eab8
638,lolipapa222,59607.0,37000.0,119,37,9,6550051256
639,Didi,59071.25,53750.0,15,9,1,line:U2ca729c17e53e9f4963ea5503916b88c
640,Reza,59066.558999999994,34361.0,125,44,11,line:U089693807405b9d7528c66ce8788376f
641,8101021411,58547.99999999999,51000.0,22,11,2,8101021411
642,AnnGae4ka,58368.948000000004,44286.0,114,24,2,542846406
643,SPIKE05,58350.0,50000.0,29,8,3,332673452
644,kakbinexotelosb,58349.0,37000.0,121,36,8,6926803475
645,nonicknm,58041.561,50079.0,33,16,1,308631768
646,LilyJustAFlower,57862.479999999996,42640.0,57,35,3,253668293
647,dersuuzala81,57805.44,52360.0,32,7,1,5296873350
648,7868316935,57011.00000000001,47000.0,57,16,2,7868316935
649,jekanzzfr,56994.0,42000.0,75,32,3,8321082323
650,evgeny_kova,56801.43,31090.0,161,46,13,1088840626
651,quanakj,56576.0,34000.0,94,40,11,7562983865
